"Civilian Nominations, totaling 503, disposed of as follows:",
Confirmed ......................................................................................,285
Unconfirmed ..................................................................................,188
Withdrawn ....................................................................................,18
Returned to White House .............................................................,12
"Other Civilian Nominations, totaling 3,469, disposed of as follows:",
Confirmed ......................................................................................,"3,297"
Unconfirmed ..................................................................................,167
Withdrawn ....................................................................................,5
"Air Force Nominations, totaling 5,983, disposed of as follows:",
Confirmed ......................................................................................,"5,688"
Unconfirmed ..................................................................................,295
"Army Nominations, totaling 5,908, disposed of as follows:",
Confirmed ......................................................................................,"5,892"
Unconfirmed ..................................................................................,16
"Navy Nominations, totaling 3,405, disposed of as follows:",
Confirmed ......................................................................................,"3,404"
Unconfirmed ..................................................................................,1
"Marine Corps Nominations, totaling 1,249, disposed of as follows:",
Confirmed ......................................................................................,"1,249"
Summary,
Total Nominations Received this Session ..............................................,"20,517"
Total Confirmed ....................................................................................,"19,815"
Total Unconfirmed ................................................................................,667
Total Withdrawn ...................................................................................,23
Total Returned to the White House .....................................................,12
