"Civilian Nominations, totaling 535 (including 195 nominations car-",
"ried over from the First Session), disposed of as follows:",
Confirmed ......................................................................................,338
Withdrawn ....................................................................................,23
Returned to White House .............................................................,174
"Other Civilian Nominations, totaling 4,082 (including 5 nominations",
"carried over from the First Session), disposed of as follows:",
Confirmed ......................................................................................,"4,077"
Withdrawn ....................................................................................,1
Returned to White House .............................................................,4
"Air Force Nominations, totaling 9,649 (including 3,572 nominations",
"carried over from the First Session), disposed of as follows:",
Confirmed ......................................................................................,"5,777"
Withdrawn ....................................................................................,2
Returned to White House .............................................................,"3,870"
"Army Nominations, totaling 5,918 (including 594 nominations car-",
"ried over from the First Session), disposed of as follows:",
Confirmed ......................................................................................,"5,827"
Returned to White House .............................................................,91
"Navy Nominations, totaling 9,819 (including 2,444 nominations car-",
"ried over from the First Session), disposed of as follows:",
Confirmed ......................................................................................,"9,803"
Returned to White House .............................................................,16
"Marine Corps Nominations, totaling 1,229 (including 2 nominations",
"carried over from the First Session), disposed of as follows:",
Confirmed ......................................................................................,"1,225"
Returned to White House .............................................................,4
Summary,
Total Nominations carried over from the First Session .........................,"6,812"
Total Nominations Received this Session ..............................................,"24,420"
Total Confirmed ....................................................................................,"27,047"
Total Unconfirmed ................................................................................,0
Total Withdrawn ...................................................................................,26
Total Returned to the White House .....................................................,"4,159"
